西區土庫里五權西路,2014,20,1,25
西區土庫里五權西路,2015,14,0,17
西區土庫里五權西路,2016,8,0,10
西區土庫里五權西路,2017,19,0,20
北屯區平陽里文心路四段,2014,3,1,2
南屯區豐樂里精誠南路,2014,10,2,11
南屯區豐樂里精誠南路,2015,2,0,3
南屯區豐樂里精誠南路,2016,2,0,2
南屯區豐樂里精誠南路,2017,3,0,3
南屯區文山里向上路,2014,50,1,62
南屯區文山里向上路,2015,37,0,49
南屯區文山里向上路,2016,40,1,47
南屯區文山里向上路,2017,11,0,13
西屯區福林里玉門路,2014,1,1,1
西屯區福林里玉門路,2015,7,0,9
西屯區福林里玉門路,2016,8,0,9
西屯區福林里玉門路,2017,14,0,17
太平區太平里新仁路一段206巷,2014,3,1,3
太平區太平里新仁路一段206巷,2016,4,0,5
太平區太平里新仁路一段206巷,2017,1,0,1
烏日區烏日里民權街與黎明路一段32巷,2014,1,1,0
龍井區新庄里向上路六段,2014,31,1,39
龍井區新庄里向上路六段,2015,32,0,44
龍井區新庄里向上路六段,2016,33,0,47
龍井區新庄里向上路六段,2017,22,0,28
霧峰區四德里中投西路二段,2014,10,1,10
霧峰區四德里中投西路二段,2015,6,0,9
霧峰區四德里中投西路二段,2016,5,0,6
霧峰區四德里中投西路二段,2017,3,0,4
后里區后里區星科路,2014,1,1,1
西區忠明里臺灣大道二段,2014,40,1,52
西區忠明里臺灣大道二段,2015,39,0,49
西區忠明里臺灣大道二段,2016,28,0,33
西區忠明里臺灣大道二段,2017,17,0,22
西屯區福聯里臺灣大道四段國際街,2014,16,1,18
西屯區福聯里臺灣大道四段國際街,2015,7,0,8
西屯區福聯里臺灣大道四段國際街,2016,7,0,11
南屯區春社里永春南路,2014,65,1,95
南屯區春社里永春南路,2015,60,0,88
南屯區春社里永春南路,2016,64,0,95
南屯區春社里永春南路,2017,37,0,51
太平區祥順路一段,2014,1,1,1
大甲區江南里經國路,2014,11,1,11
大甲區江南里經國路,2015,8,1,12
大甲區江南里經國路,2016,9,1,12
大甲區江南里經國路,2017,6,0,12
北區建興里學士路德化街,2014,5,1,6
北區建興里學士路德化街,2015,2,0,2
北區建興里學士路德化街,2016,2,0,3
北屯區仁和里崇德路三段,2014,14,1,18
