水上鄉大堀村江竹仔腳3-4號前(附近)168線23公里400公尺處西向外側車道,2014,1,1,0
梅山鄉永興村台3線270公里200公尺處南向內側車道,2014,1,1,0
東石鄉三家村3鄰17附37號台17線118公里600公尺處北向路,2014,1,1,0
民雄鄉文隆村嘉81線2公里800公尺處北向車道,2014,1,1,1
新港鄉菜公村40-1號與嘉68線道,2014,1,1,0
中埔鄉隆興村十字路,2014,5,1,6
中埔鄉隆興村十字路,2015,2,1,1
中埔鄉隆興村十字路,2016,10,0,11
中埔鄉隆興村十字路,2017,3,0,10
番路,2014,158,1,220
番路,2015,154,3,217
番路,2016,165,7,224
番路,2017,118,1,155
太保市港尾里台18線3公里200公尺處東向外側車道,2014,1,1,0
布袋鎮龍江里西濱快速道路,2014,1,1,0
布袋鎮龍江里西濱快速道路,2017,1,0,1
布袋鎮興中里西濱快速道路,2014,1,1,0
中埔鄉鹽館村中正路,2014,2,1,1
中埔鄉鹽館村中正路,2015,2,0,2
中埔鄉鹽館村中正路,2017,1,0,1
溪口鄉游東村157線道西向彎曲路段,2014,1,1,2
太保市北新里北興路,2014,4,1,4
太保市北新里北興路,2015,4,0,4
太保市北新里北興路,2016,2,0,2
太保市北新里北興路,2017,2,0,3
水上鄉國道,2014,14,2,17
水上鄉國道,2015,13,2,27
水上鄉國道,2016,19,2,33
水上鄉國道,2017,12,0,16
太保市田尾里溪南段,2014,3,1,2
太保市田尾里溪南段,2016,2,0,2
太保市田尾里溪南段,2017,1,0,1
六腳鄉蒜頭村六嘉國中側門前(附近)嘉57線3公里500公尺處南向外側車道,2014,1,1,0
大林鎮三和里13鄰中興路二段,2014,2,1,1
六腳鄉豐美村台19線74公里800公尺處南向內側車道,2014,1,1,0
六腳鄉六南里台19線81公里300公尺處南向路,2014,1,1,0
新港鄉潭大村台37線道與產業道路,2014,1,1,1
民雄鄉福樂村中山路,2014,6,1,5
民雄鄉福樂村中山路,2015,14,1,14
民雄鄉福樂村中山路,2016,8,0,13
民雄鄉福樂村中山路,2017,17,0,22
鹿草鄉西井村鹿環南路,2014,1,1,0
鹿草鄉西井村鹿環南路,2016,1,0,3
阿里山鄉樂野村7鄰產業道路,2014,1,1,1
義竹鄉官和村163線道,2014,2,1,2
布袋鎮復興里西濱快速道路,2014,3,1,5
布袋鎮復興里西濱快速道路,2017,1,0,1
東石鄉三家村橋下道路,2014,1,1,0
"水上鄉大堀村(水上交流道) 涵洞南側產業道路",2014,1,1,0
新港鄉中庄村中正路,2014,1,1,0
新港鄉中庄村中正路,2015,3,0,5
新港鄉中庄村中正路,2016,5,1,6
新港鄉中庄村中正路,2017,1,0,1
太保市後庄里台18線0公里500公尺處西向慢車道,2014,1,1,0
